7
0 0 0
0 1 8.54400374531753
0 2 3.605551275463989
0 3 6.082762530298219
0 4 2.0
0 5 2.23606797749979
0 6 5.0990195135927845
1 0 8.54400374531753
1 1 0
1 2 10.0
1 3 4.47213595499958
1 4 8.06225774829855
1 5 10.295630140987
1 6 5.0
2 0 3.605551275463989
2 1 10.0
2 2 0
2 3 8.94427190999916
2 4 2.23606797749979
2 5 5.0990195135927845
2 6 8.06225774829855
3 0 6.082762530298219
3 1 4.47213595499958
3 2 8.94427190999916
3 3 0
3 4 6.708203932499369
3 5 7.0710678118654755
3 6 1.0
4 0 2.0
4 1 8.06225774829855
4 2 2.23606797749979
4 3 6.708203932499369
4 4 0
4 5 4.123105625617661
4 6 5.830951894845301
5 0 2.23606797749979
5 1 10.295630140987
5 2 5.0990195135927845
5 3 7.0710678118654755
5 4 4.123105625617661
5 5 0
5 6 6.082762530298219
6 0 5.0990195135927845
6 1 5.0
6 2 8.06225774829855
6 3 1.0
6 4 5.830951894845301
6 5 6.082762530298219
6 6 0
