8
0 0 0
0 1 5.385164807134504
0 2 4.47213595499958
0 3 7.0710678118654755
0 4 2.23606797749979
0 5 1.4142135623730951
0 6 2.8284271247461903
0 7 5.0990195135927845
1 0 5.385164807134504
1 1 0
1 2 1.0
1 3 10.816653826391969
1 4 7.211102550927978
1 5 6.708203932499369
1 6 8.06225774829855
1 7 8.06225774829855
2 0 4.47213595499958
2 1 1.0
2 2 0
2 3 10.295630140987
2 4 6.4031242374328485
2 5 5.830951894845301
2 6 7.211102550927978
2 7 7.615773105863909
3 0 7.0710678118654755
3 1 10.816653826391969
3 2 10.295630140987
3 3 0
3 4 5.0
3 5 6.0
3 6 5.0990195135927845
3 7 2.8284271247461903
4 0 2.23606797749979
4 1 7.211102550927978
4 2 6.4031242374328485
4 3 5.0
4 4 0
4 5 1.0
4 6 1.0
4 7 3.605551275463989
5 0 1.4142135623730951
5 1 6.708203932499369
5 2 5.830951894845301
5 3 6.0
5 4 1.0
5 5 0
5 6 1.4142135623730951
5 7 4.47213595499958
6 0 2.8284271247461903
6 1 8.06225774829855
6 2 7.211102550927978
6 3 5.0990195135927845
6 4 1.0
6 5 1.4142135623730951
6 6 0
6 7 4.242640687119285
7 0 5.0990195135927845
7 1 8.06225774829855
7 2 7.615773105863909
7 3 2.8284271247461903
7 4 3.605551275463989
7 5 4.47213595499958
7 6 4.242640687119285
7 7 0
