9
0 0 0
0 1 6.324555320336759
0 2 5.0990195135927845
0 3 5.0990195135927845
0 4 1.0
0 5 3.1622776601683795
0 6 3.1622776601683795
0 7 5.0
0 8 3.1622776601683795
1 0 6.324555320336759
1 1 0
1 2 1.4142135623730951
1 3 5.830951894845301
1 4 6.708203932499369
1 5 8.602325267042627
1 6 9.486832980505138
1 7 9.219544457292887
1 8 3.1622776601683795
2 0 5.0990195135927845
2 1 1.4142135623730951
2 2 0
2 3 5.656854249492381
2 4 5.385164807134504
2 5 7.211102550927978
2 6 8.246211251235321
2 7 8.54400374531753
2 8 2.0
3 0 5.0990195135927845
3 1 5.830951894845301
3 2 5.656854249492381
3 3 0
3 4 6.082762530298219
3 5 8.246211251235321
3 6 7.211102550927978
3 7 4.123105625617661
3 8 4.47213595499958
4 0 1.0
4 1 6.708203932499369
4 2 5.385164807134504
4 3 6.082762530298219
4 4 0
4 5 2.23606797749979
4 6 3.0
4 7 5.830951894845301
4 8 3.605551275463989
5 0 3.1622776601683795
5 1 8.602325267042627
5 2 7.211102550927978
5 3 8.246211251235321
5 4 2.23606797749979
5 5 0
5 6 2.8284271247461903
5 7 7.280109889280518
5 8 5.656854249492381
6 0 3.1622776601683795
6 1 9.486832980505138
6 2 8.246211251235321
6 3 7.211102550927978
6 4 3.0
6 5 2.8284271247461903
6 6 0
6 7 5.0
6 8 6.324555320336759
7 0 5.0
7 1 9.219544457292887
7 2 8.54400374531753
7 3 4.123105625617661
7 4 5.830951894845301
7 5 7.280109889280518
7 6 5.0
7 7 0
7 8 6.708203932499369
8 0 3.1622776601683795
8 1 3.1622776601683795
8 2 2.0
8 3 4.47213595499958
8 4 3.605551275463989
8 5 5.656854249492381
8 6 6.324555320336759
8 7 6.708203932499369
8 8 0
