10
0 0 0
0 1 9.219544457292887
0 2 6.0
0 3 2.0
0 4 9.219544457292887
0 5 3.605551275463989
0 6 6.4031242374328485
0 7 8.06225774829855
0 8 5.0
0 9 8.54400374531753
1 0 9.219544457292887
1 1 0
1 2 3.605551275463989
1 3 7.280109889280518
1 4 0.0
1 5 6.0
1 6 7.211102550927978
1 7 2.8284271247461903
1 8 5.0990195135927845
1 9 1.4142135623730951
2 0 6.0
2 1 3.605551275463989
2 2 0
2 3 4.0
2 4 3.605551275463989
2 5 3.605551275463989
2 6 4.123105625617661
2 7 4.123105625617661
2 8 3.605551275463989
2 9 3.605551275463989
3 0 2.0
3 1 7.280109889280518
3 2 4.0
3 3 0
3 4 7.280109889280518
3 5 2.23606797749979
3 6 5.0
3 7 6.4031242374328485
3 8 3.605551275463989
3 9 6.708203932499369
4 0 9.219544457292887
4 1 0.0
4 2 3.605551275463989
4 3 7.280109889280518
4 4 0
4 5 6.0
4 6 7.211102550927978
4 7 2.8284271247461903
4 8 5.0990195135927845
4 9 1.4142135623730951
5 0 3.605551275463989
5 1 6.0
5 2 3.605551275463989
5 3 2.23606797749979
5 4 6.0
5 5 0
5 6 6.324555320336759
5 7 4.47213595499958
5 8 1.4142135623730951
5 9 5.0990195135927845
6 0 6.4031242374328485
6 1 7.211102550927978
6 2 4.123105625617661
6 3 5.0
6 4 7.211102550927978
6 5 6.324555320336759
6 6 0
6 7 8.246211251235321
6 8 7.0710678118654755
6 9 7.615773105863909
7 0 8.06225774829855
7 1 2.8284271247461903
7 2 4.123105625617661
7 3 6.4031242374328485
7 4 2.8284271247461903
7 5 4.47213595499958
7 6 8.246211251235321
7 7 0
7 8 3.1622776601683795
7 9 1.4142135623730951
8 0 5.0
8 1 5.0990195135927845
8 2 3.605551275463989
8 3 3.605551275463989
8 4 5.0990195135927845
8 5 1.4142135623730951
8 6 7.0710678118654755
8 7 3.1622776601683795
8 8 0
8 9 4.0
9 0 8.54400374531753
9 1 1.4142135623730951
9 2 3.605551275463989
9 3 6.708203932499369
9 4 1.4142135623730951
9 5 5.0990195135927845
9 6 7.615773105863909
9 7 1.4142135623730951
9 8 4.0
9 9 0
