6
0 0 0
0 1 2.23606797749979
0 2 5.0
0 3 2.23606797749979
0 4 10.0
0 5 2.0
1 0 2.23606797749979
1 1 0
1 2 7.211102550927978
1 3 1.4142135623730951
1 4 11.180339887498949
1 5 4.123105625617661
2 0 5.0
2 1 7.211102550927978
2 2 0
2 3 7.0710678118654755
2 4 9.848857801796104
2 5 3.605551275463989
3 0 2.23606797749979
3 1 1.4142135623730951
3 2 7.0710678118654755
3 3 0
3 4 9.848857801796104
3 5 3.605551275463989
4 0 10.0
4 1 11.180339887498949
4 2 9.848857801796104
4 3 9.848857801796104
4 4 0
4 5 8.48528137423857
5 0 2.0
5 1 4.123105625617661
5 2 3.605551275463989
5 3 3.605551275463989
5 4 8.48528137423857
5 5 0
