8
0 0 0
0 1 10.0
0 2 7.211102550927978
0 3 8.94427190999916
0 4 9.433981132056603
0 5 8.54400374531753
0 6 9.055385138137417
0 7 12.041594578792296
1 0 10.0
1 1 0
1 2 5.656854249492381
1 3 4.47213595499958
1 4 9.433981132056603
1 5 3.605551275463989
1 6 12.727922061357855
1 7 8.06225774829855
2 0 7.211102550927978
2 1 5.656854249492381
2 2 0
2 3 2.0
2 4 4.123105625617661
2 5 2.23606797749979
2 6 7.0710678118654755
2 7 5.0
3 0 8.94427190999916
3 1 4.47213595499958
3 2 2.0
3 3 0
3 4 5.0
3 5 1.0
3 6 8.602325267042627
3 7 4.123105625617661
4 0 9.433981132056603
4 1 9.433981132056603
4 2 4.123105625617661
4 3 5.0
4 4 0
4 5 5.830951894845301
4 6 4.123105625617661
4 7 4.0
5 0 8.54400374531753
5 1 3.605551275463989
5 2 2.23606797749979
5 3 1.0
5 4 5.830951894845301
5 5 0
5 6 9.219544457292887
5 7 5.0990195135927845
6 0 9.055385138137417
6 1 12.727922061357855
6 2 7.0710678118654755
6 3 8.602325267042627
6 4 4.123105625617661
6 5 9.219544457292887
6 6 0
6 7 8.06225774829855
7 0 12.041594578792296
7 1 8.06225774829855
7 2 5.0
7 3 4.123105625617661
7 4 4.0
7 5 5.0990195135927845
7 6 8.06225774829855
7 7 0
